Lot,Wafer,X,Y,temp,Site,Bin,Split,IDDS_Hard_VDD_All_VDD33,IDDS_Hard_VDDA_VDD33,IDDS_Hard_VDDP_VDD33,IDDS_Hard_VDDC_VDD33,IDDS_Hard_VDDI_VDD33,IDDS_Soft_VDD_All_VDD33,IDDS_Soft_VDDA_VDD33,IDDS_Soft_VDDP_VDD33,IDDS_Soft_VDDC_VDD33,IDDS_Soft_VDDI_VDD33,IDDD_VDD_All_VDD33,IDDD_VDDA_VDD33,IDDD_VDDP_VDD33,IDDD_VDDC_VDD33,IDDD_VDDI_VDD33,PCP_3p9,NCP_0p75,Analog_AMONITOR_BGR,Analog_AMONITOR_VRTOP,Analog_AMONITOR_REFT,Analog_AMONITOR_ASPCML,Analog_AMONITOR_REFB,Analog_AMONITOR_DAC_OUT0,Analog_AMONITOR_DAC_OUT1,Ana_Temp_Rd1,Ana_Temp_Rd2,Ana_Temp_Rd3,Ana_Temp24_Rd1,Ana_Temp24_Rd2,Ana_Temp24_Rd3,ADC_PGA_GAIN1_1_Max_Test,ADC_PGA_GAIN1_1_Min_Test,ADC_PGA_GAIN1_2_Max_Test,ADC_PGA_GAIN1_2_Min_Test,ADC_ASP_GAIN_Max_Test,ADC_ASP_GAIN_Min_Test,ADC_ADC1_Max_Test,ADC_ADC1_Min_Test,ADC_ADC2_Max_Test,ADC_ADC2_Min_Test,ADC_RNG_Max_Test,ADC_RNG_Min_Test,ADC_DACOFFSET1_Max_Test,ADC_DACOFFSET1_Min_Test,ADC_DACOFFSET2_Max_Test,ADC_DACOFFSET2_Min_Test,ADC_DACOFFSET3_Max_Test,ADC_DACOFFSET3_Min_Test,Black_Signal_G1_Test,Black_Signal_G2_Test,Black_Signal_R_Test,Black_Signal_B_Test,Black_GGRatio_Test,Black_CFPN_Test,Black_RFPN_Test,Black_Defect_High_Test,White_Sens_G1_Test,White_Sens_G2_Test,White_Sens_R_Test,White_Sens_B_Test,White_Signal_G_Test,White_Signal_G2_Test,White_Signal_R_Test,White_Signal_B_Test,White_Ratio_GG_Test,White_Ratio_RG_Test,White_Ratio_BG_Test,White_Defect_High_Test,White_Defect_Low_Test,White_AdjacentDefect_Flat,White_CFPN_Test,White_RFPN_Test,White_Blotch_Test,White_SNR_G1_Test,White_SNR_G2_Test,White_SNR_R_Test,White_SNR_B_Test,White_VAR1,White_VAR2,White_VAR3,White_VAR4,White_VAR5,White_VAR6,White_VAR7,White_VAR8,White_VAR9,White_CG1,White_CG2,White_CG3,White_CG4,White_CG5,White_CG6,White_CG7,White_CG8,White_CG9,White2_Sens_G1_Test,White2_Sens_G2_Test,White2_Sens_R_Test,White2_Sens_B_Test,White2_Signal_G_Test,White2_Signal_G2_Test,White2_Signal_R_Test,White2_Signal_B_Test,White2_Ratio_GG_Test,White2_Ratio_RG_Test,White2_Ratio_BG_Test,White2_Defect_High_Test,White2_Defect_Low_Test,White2_AdjacentDefect_Fla,White2_CFPN_Test,White2_RFPN_Test,White2_Blotch_Test,White2_SNR_G1_Test,White2_SNR_G2_Test,White2_SNR_R_Test,White2_SNR_B_Test,White3_Sens_G1_Test,White3_Sens_G2_Test,White3_Sens_R_Test,White3_Sens_B_Test,White3_Signal_G_Test,White3_Signal_G2_Test,White3_Signal_R_Test,White3_Signal_B_Test,White3_Ratio_GG_Test,White3_Ratio_RG_Test,White3_Ratio_BG_Test,White3_Defect_High_Test,White3_Defect_Low_Test,White3_AdjacentDefect_Fla,White3_CFPN_Test,White3_RFPN_Test,White3_Blotch_Test,White3_SNR_G1_Test,White3_SNR_G2_Test,White3_SNR_R_Test,White3_SNR_B_Test,Lag1_GreenMean_Test,Lag2_GreenMean_Test,Lag_Diff_G1_Test,Lag_Diff_G2_Test,Lag_Diff_Red_Test,Lag_Diff_Blue_Test,Lag3_GreenMean_Test,Lag4_GreenMean_Test,Lag4_Diff_G1_Test,Lag4_Diff_G2_Test,Lag4_Diff_Red_Test,Lag4_Diff_Blue_Test,Dark_Signal_G_Test,Dark_Signal_G2_Test,Dark_Signal_R_Test,Dark_Signal_B_Test,Dark_BP_1280Code_Test,Dark_2Adj_Flat_Test,Dark_Variation_G1_Test,Dark_Variation_G2_Test,Dark_Variation_R_Test,Dark_Variation_B_Test,Dark_Uniformity_Test,Dark_Defect_L0_200,Dark_Defect_L201_400,Dark_Defect_L401_600,Dark_Defect_L601_800,Dark_Defect_L801_1000,Dark_Defect_L1001_1200,Dark_Defect_L1201_1400,Dark_Defect_L1401_1600,Dark_Defect_L1601_2000,Dark_Defect_L2001_2400,Dark_Defect_L2401_2800,Dark_Defect_L2801_3200,Dark_Defect_L3201_3600,Dark_Defect_L3601_4000,Dark_Defect_L4001_4095,Dark2_Signal_G_Test,Dark2_Signal_G2_Test,Dark2_Signal_R_Test,Dark2_Signal_B_Test,Dark2_BP_1280Code_Test,Dark2_2Adj_Flat_Test,Dark2_Variation_G1_Test,Dark2_Variation_G2_Test,Dark2_Variation_R_Test,Dark2_Variation_B_Test,Dark2_Uniformity_Test,Dark3_Signal_G_Test,Dark3_Signal_G2_Test,Dark3_Signal_R_Test,Dark3_Signal_B_Test,Dark3_BP_1280Code_Test,Dark3_2Adj_Flat_Test,Dark3_Variation_G1_Test,Dark3_Variation_G2_Test,Dark3_Variation_R_Test,Dark3_Variation_B_Test,Dark3_Uniformity_Test,Dark4_Signal_G_Test,Dark4_Signal_G2_Test,Dark4_Signal_R_Test,Dark4_Signal_B_Test,Dark4_BP_1280Code_Test,Dark4_2Adj_Flat_Test,Dark4_Variation_G1_Test,Dark4_Variation_G2_Test,Dark4_Variation_R_Test,Dark4_Variation_B_Test,Dark4_Uniformity_Test,Sat_Signal_G_Test,Sat_Signal_G2_Test,Sat_Signal_R_Test,Sat_Signal_B_Test,Sat_Std_Test,Sat_Uniformity_Test,Sat_CFPN_Test,Sat_RFPN_Test,Sat2_Signal_G_Test,Sat2_Signal_G2_Test,Sat2_Signal_R_Test,Sat2_Signal_B_Test,Sat2_Std_Test,Sat2_Uniformity_Test,Sat2_CFPN_Test,Sat2_RFPN_Test
17B636,#20,110,112,60.00,5,1,1,7.9082e-06,2.2383e-06,1.9023e-06,3.5352e-06,2.324219e-07,0.0011882,1.9922e-06,1.8555e-06,0.0011738,1.05078e-05,0.0272539,0.0156953,0.0040938,0.002584,0.0048809,3.0271,-0.8072798,1.1685,2.3649,2.0465,1.5902,1.1322,1.3629,1.1922,18042.0,18037.0,18034.0,18199.0,18195.0,18195.0,142.5,63.75,149.0,33.25,1444.5,-4.5,19.25,0.0,24.5,0.0,1202.0,-4.0,5.75,-4.5,14.75,4.25,69.5,57.25,267.0,267.0,267.0,267.0,1.0,2.25,-2.8109,239904.0,8.9493,8.9493,8.9443,8.9493,1787.0,1786.0,1786.0,1787.0,0.9994404,0.9997201,1.0003,0.0,10.0,11.0,-13.3849,-12.4412,0.0,37.8222,37.8086,37.9156,37.7668,456.9831,464.0327,464.6943,460.7912,465.5976,464.7567,460.0069,462.7011,459.2379,46.2669,46.9703,46.7274,46.5283,47.1263,46.7939,46.7795,46.9993,46.5616,8.9744,8.9744,8.9744,8.9744,896.0,897.0,896.0,896.0,1.0011,0.9994423,0.9994423,0.0,10.0,11.0,-8.6032,-5.4916,0.0,34.7048,34.7615,34.7827,34.8972,8.7273,8.7273,8.7273,8.7273,2614.0,2614.0,2614.0,2614.0,1.0,1.0,1.0,0.0,10.0,11.0,-17.869,-16.3866,0.0,39.0144,38.815,39.0288,38.9522,293.0,290.0,3.0,2.0,1.0,2.0,293.0,292.0,1.0,1.0,0.0,0.0,125.0,125.0,125.0,125.0,141.0,0.0,67.6142,64.2506,73.0446,69.5949,24.0,236608.0,3021.0,87.0,21.0,12.0,11.0,12.0,10.0,17.0,26.0,19.0,30.0,18.0,7.0,5.0,347.0,347.0,347.0,347.0,121.0,0.0,41.3197,40.0351,44.8355,43.2344,18.0,400.0,400.0,400.0,400.0,157.0,0.0,67.4101,63.7541,72.4941,68.975,22.0,447.0,447.0,447.0,447.0,165.0,0.0,80.1681,76.8664,87.677,83.8049,30.0,3066.0,3065.0,3065.0,3064.0,67.9948,192.0,-16.7778,12.8866,3061.0,3060.0,3060.0,3059.0,67.1904,189.0,-16.5119,13.1345
17B636,#20,111,112,60.00,6,1,1,7.0469e-06,1.6211e-06,2.002e-06,3.1504e-06,2.734375e-07,0.0011836,1.3867e-06,2.1094e-06,0.0011699,1.01563e-05,0.026752,0.0155078,0.0039043,0.0025488,0.004791,3.0309,-0.9042335,1.2142,2.3924,2.1513,1.6649,1.1791,1.4215,1.2247,16572.0,16571.0,16572.0,16710.0,16702.0,16704.0,136.5,60.5,133.5,103.75,1340.7,-2.75,18.0,0.0,20.75,0.0,1119.8,-6.25,6.5,-1.5,11.5,2.75,70.5,61.75,265.0,266.0,265.0,266.0,1.0038,1.9921,2.8361,239904.0,8.3884,8.3884,8.3834,8.3884,1675.0,1675.0,1674.0,1675.0,1.0,0.999403,1.0,0.0,0.0,0.0,-12.746,-4.2773,0.0,37.9477,37.5372,37.5525,37.6131,421.412,421.744,417.7093,412.7706,406.5611,420.6595,418.3453,421.6137,414.3819,45.0858,45.2694,44.9176,44.309,43.916,45.4133,45.1623,45.5692,44.8692,8.4034,8.4034,8.4034,8.4034,839.0,838.0,839.0,839.0,0.9988081,1.0006,1.0006,0.0,0.0,0.0,-9.1825,-3.6975,0.0,34.7724,34.7408,34.8028,34.69,8.2165,8.2165,8.2165,8.2131,2461.0,2459.0,2461.0,2460.0,0.9991873,1.0004,1.0,0.0,0.0,0.0,-18.2976,-5.7437,0.0,39.1424,39.2148,39.1261,39.0979,261.0,260.0,1.0,3.0,2.0,3.0,261.0,260.0,0.0,0.0,0.0,0.0,127.0,127.0,126.0,127.0,149.0,0.0,82.8493,73.8189,65.5494,61.7383,10.0,236740.0,2871.0,91.0,19.0,19.0,9.0,11.0,10.0,23.0,19.0,26.0,31.0,20.0,9.0,6.0,343.0,344.0,343.0,344.0,134.0,0.0,48.5538,45.8042,41.8843,37.4726,10.0,395.0,396.0,396.0,396.0,161.0,0.0,82.4121,73.4424,65.0764,61.6218,9.0,444.0,445.0,444.0,445.0,187.0,0.0,97.645,89.5933,80.3104,73.8408,13.0,3001.0,3001.0,2999.0,2999.0,48.0138,121.0,-9.3651,-13.7353,2994.0,2994.0,2993.0,2992.0,47.2736,117.0,-11.0278,12.3571
17B636,#20,112,112,60.00,7,1,1,7.4063e-06,1.4668e-06,2.2383e-06,3.5703e-06,1.308594e-07,0.0011679,1.2891e-06,2.0117e-06,0.0011543,1.02539e-05,0.0263828,0.0150625,0.0040332,0.002543,0.0047441,3.0303,-0.8594471,1.2208,2.3852,2.1283,1.6512,1.1729,1.4088,1.214,16587.0,16584.0,16590.0,16736.0,16742.0,16743.0,142.0,61.75,144.5,88.75,1356.5,-6.0,18.5,0.0,22.5,0.0,1126.5,-3.25,4.75,-2.5,13.25,4.25,69.5,59.75,245.0,246.0,245.0,246.0,1.0041,2.2024,2.5294,239904.0,8.4836,8.4836,8.4936,8.4936,1694.0,1695.0,1696.0,1696.0,1.0006,1.0009,1.0009,0.0,0.0,0.0,-13.8849,4.7353,0.0,37.7874,37.7688,37.7191,37.7161,422.7588,436.8651,443.9159,439.6918,440.2056,432.4086,427.2257,432.9558,435.1198,44.9399,46.3973,47.2008,46.7439,46.9711,46.0197,45.5663,46.1956,46.5611,8.4836,8.4836,8.4836,8.4836,847.0,847.0,847.0,847.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.9722,-3.2227,0.0,34.8455,34.8495,34.6331,34.7434,8.35,8.35,8.3467,8.3467,2501.0,2500.0,2500.0,2500.0,0.9996002,0.9998,0.9998,0.0,0.0,0.0,-18.9643,5.8067,0.0,39.4903,39.3316,39.0088,39.2987,268.0,266.0,2.0,2.0,2.0,1.0,267.0,266.0,0.0,1.0,1.0,1.0,128.0,128.0,127.0,128.0,139.0,0.0,69.8808,71.1676,66.076,73.9359,8.0,236466.0,3132.0,104.0,23.0,19.0,14.0,18.0,4.0,18.0,23.0,21.0,26.0,21.0,6.0,9.0,302.0,302.0,301.0,302.0,114.0,0.0,44.41,43.0396,40.7829,44.4548,8.0,357.0,358.0,357.0,357.0,156.0,0.0,69.0439,70.7238,65.4552,73.4576,7.0,407.0,407.0,407.0,407.0,179.0,0.0,82.8174,86.6826,80.6389,89.07,12.0,3116.0,3115.0,3114.0,3114.0,47.8534,138.0,-9.0317,15.8067,3109.0,3108.0,3107.0,3107.0,47.2603,136.0,-8.8333,-14.3277
17B636,#20,113,112,60.00,0,1,1,7.2031e-06,1.6094e-06,2.0996e-06,3.3789e-06,1.152344e-07,0.0011484,1.3281e-06,2.0703e-06,0.0011348,1.02344e-05,0.0270488,0.0159063,0.0039414,0.0025059,0.0046953,3.0253,-0.8468745,1.214,2.3825,2.1247,1.6498,1.173,1.4157,1.2134,16338.0,16332.0,16345.0,16480.0,16483.0,16477.0,150.75,61.25,135.5,99.25,1357.0,-3.5,18.0,0.0,22.5,0.0,1136.5,-8.25,4.75,-6.0,12.25,2.75,71.0,60.0,253.0,254.0,253.0,254.0,1.004,3.9048,-2.4538,239904.0,8.3984,8.3984,8.4034,8.3934,1677.0,1678.0,1678.0,1676.0,1.0006,1.0003,0.9991058,0.0,0.0,0.0,-14.4921,4.7437,51.0,33.6064,33.7368,33.2255,33.3811,435.8882,435.4026,423.8311,438.1408,422.9798,432.8791,416.8492,420.3078,424.0413,46.9752,46.8796,45.467,47.2438,45.6289,46.5261,45.1528,45.5054,45.7769,8.3834,8.3834,8.3734,8.3734,837.0,837.0,836.0,836.0,1.0,0.9988052,0.9988052,0.0,0.0,0.0,-7.254,-3.1555,13.0,31.9282,32.2006,31.9642,32.0994,8.2866,8.2866,8.2799,8.2833,2482.0,2482.0,2480.0,2481.0,1.0,0.9991942,0.9995971,0.0,0.0,0.0,-18.5833,-6.6387,34.0,34.3364,34.4256,33.9789,34.0813,259.0,258.0,0.0,0.0,1.0,0.0,259.0,257.0,2.0,2.0,2.0,2.0,125.0,126.0,125.0,126.0,129.0,2.0,71.4908,65.6341,71.5045,70.0982,8.0,236880.0,2745.0,101.0,22.0,13.0,10.0,9.0,7.0,14.0,20.0,21.0,28.0,16.0,5.0,13.0,308.0,309.0,308.0,308.0,109.0,2.0,42.7632,40.7412,43.2091,42.7258,9.0,361.0,361.0,360.0,361.0,139.0,2.0,70.8501,65.0079,70.4842,69.3108,9.0,410.0,410.0,409.0,410.0,161.0,2.0,84.6019,78.8585,86.9118,84.2761,11.0,3096.0,3096.0,3095.0,3094.0,42.0873,88.0,8.1111,16.1975,3088.0,3088.0,3087.0,3086.0,41.7546,87.0,-8.4087,15.9916
17B636,#20,114,112,60.00,1,1,1,7.1797e-06,1.4063e-06,2.002e-06,3.7266e-06,4.49219e-08,0.0011425,1.3867e-06,1.9727e-06,0.0011289,1.01953e-05,0.0258867,0.015,0.0037773,0.0024805,0.0046289,3.0321,-0.8999175,1.1385,2.3381,1.9962,1.5496,1.1006,1.3378,1.1864,16465.0,16458.0,16470.0,16630.0,16620.0,16618.0,169.25,62.25,151.75,15.0,1445.7,-3.0,20.0,0.0,22.75,0.0,1184.5,-4.0,5.75,-3.75,14.5,2.0,69.0,58.5,283.0,284.0,283.0,283.0,1.0035,4.0873,3.0252,239904.0,9.1046,9.1046,9.0946,9.1046,1818.0,1818.0,1816.0,1818.0,1.0,0.9988999,1.0,0.0,0.0,0.0,-14.6071,-4.9874,212.0,37.6928,37.9136,37.7734,37.8426,477.9458,489.9475,487.7097,498.6328,492.8464,483.3061,458.3761,475.517,486.7686,48.0994,48.8981,48.9379,50.1274,49.0763,48.3592,46.5876,47.8941,48.925,9.0745,9.0745,9.0845,9.0845,906.0,907.0,907.0,907.0,1.0011,1.0006,1.0006,0.0,0.0,0.0,-7.1508,3.1639,231.0,34.6292,34.8787,34.7677,34.9159,8.9777,8.9777,8.9777,8.9744,2689.0,2688.0,2689.0,2688.0,0.9996281,1.0002,0.999814,0.0,0.0,0.0,-18.6468,-7.5042,153.0,39.5284,39.3463,39.4504,39.4203,300.0,298.0,2.0,2.0,2.0,1.0,299.0,298.0,0.0,0.0,0.0,0.0,127.0,127.0,127.0,127.0,124.0,0.0,68.499,77.667,75.3272,73.0919,12.0,236275.0,3300.0,156.0,17.0,13.0,13.0,14.0,3.0,8.0,20.0,14.0,17.0,18.0,18.0,18.0,369.0,369.0,369.0,369.0,110.0,0.0,40.2784,46.8502,44.6188,43.318,12.0,425.0,426.0,425.0,425.0,143.0,0.0,67.8585,76.7478,73.3514,72.2317,13.0,478.0,478.0,478.0,478.0,163.0,0.0,80.5399,89.3472,84.6716,84.3441,10.0,3333.0,3333.0,3332.0,3331.0,41.2674,80.0,9.4206,-17.5756,3325.0,3325.0,3323.0,3323.0,40.9455,79.0,-8.3452,-17.3361
17B636,#20,89,113,60.20,0,1,1,7.8926e-06,1.6523e-06,2.0684e-06,4.0293e-06,1.425781e-07,0.001137,1.4648e-06,2.1289e-06,0.001123,1.03516e-05,0.0269883,0.0163125,0.0035039,0.0024883,0.0046836,3.0284,-0.9224983,1.2317,2.4028,2.1976,1.695,1.1916,1.4267,1.1381,15706.0,15699.0,15700.0,15850.0,15845.0,15853.0,139.5,56.5,138.0,86.5,1255.2,-5.75,16.75,0.0,20.5,0.0,1061.2,-7.25,5.5,-2.25,13.75,3.25,70.0,59.75,191.0,191.0,190.0,191.0,1.0,2.3571,-2.0084,239904.0,7.9878,7.9878,7.9828,7.9928,1595.0,1595.0,1594.0,1596.0,1.0,0.999373,1.0006,0.0,0.0,0.0,-12.7024,4.7731,0.0,37.8224,37.9742,38.0466,37.9057,392.6578,389.4932,384.7608,378.1976,391.0284,383.2759,376.6865,375.6133,373.4492,45.1884,44.2591,43.5802,43.4442,44.3817,43.3941,43.4954,42.9599,42.6402,7.9427,7.9427,7.9427,7.9527,793.0,794.0,793.0,794.0,1.0013,0.9993699,1.0006,0.0,0.0,0.0,-8.3214,-3.2731,0.0,34.6471,34.7858,34.6694,34.6331,7.8793,7.8793,7.8793,7.8826,2360.0,2361.0,2360.0,2361.0,1.0004,0.9997882,1.0002,0.0,0.0,0.0,-17.254,6.0756,0.0,39.4367,39.3218,39.1535,39.4011,236.0,234.0,0.0,0.0,0.0,0.0,235.0,234.0,1.0,0.0,1.0,0.0,127.0,127.0,126.0,127.0,156.0,0.0,75.3709,67.5378,84.187,81.385,12.0,235654.0,3920.0,120.0,24.0,13.0,11.0,10.0,9.0,18.0,19.0,25.0,34.0,19.0,19.0,9.0,187.0,188.0,187.0,188.0,125.0,0.0,44.0361,42.7648,47.8298,49.7785,10.0,239.0,240.0,239.0,239.0,164.0,2.0,74.8536,67.6481,83.8501,81.4558,12.0,287.0,288.0,288.0,288.0,179.0,2.0,93.5797,82.4008,102.5861,99.5897,14.0,2976.0,2975.0,2974.0,2973.0,38.6678,91.0,8.4444,16.0,2968.0,2967.0,2966.0,2966.0,38.235,88.0,7.6071,-16.042
17B636,#20,90,113,60.20,1,1,1,8.293e-06,1.4141e-06,1.9902e-06,4.8145e-06,7.42188e-08,0.0011489,1.6211e-06,2.168e-06,0.0011348,1.03516e-05,0.0255723,0.0149063,0.0035234,0.0025137,0.0046289,3.0309,-0.8818403,1.1781,2.3761,2.1001,1.6201,1.1404,1.3737,1.129,16009.0,16009.0,16010.0,16169.0,16166.0,16162.0,144.75,58.5,137.5,99.5,1319.7,-5.5,19.0,0.0,22.25,0.0,1130.2,-3.75,5.75,-2.5,13.0,3.0,67.5,62.5,223.0,224.0,223.0,224.0,1.0045,2.246,2.7185,239904.0,8.5186,8.5186,8.5186,8.5236,1701.0,1701.0,1701.0,1702.0,1.0,1.0,1.0006,0.0,0.0,0.0,-14.1111,4.2899,0.0,37.9838,37.7964,37.6915,37.6679,435.8174,431.6423,437.3694,432.3174,441.8532,431.2953,421.26,441.5365,434.3117,46.5729,45.981,46.5943,46.1943,46.9858,45.9065,45.2235,47.1148,46.3136,8.5036,8.5036,8.5036,8.5036,849.0,850.0,849.0,849.0,1.0012,0.9994114,0.9994114,0.0,0.0,0.0,-8.504,3.1303,0.0,34.8131,34.9513,34.7928,34.8204,8.3901,8.3901,8.3901,8.3901,2513.0,2513.0,2513.0,2513.0,1.0,1.0,1.0,0.0,0.0,0.0,-20.2143,5.5504,0.0,39.2935,39.2222,39.3359,39.3222,265.0,264.0,1.0,1.0,2.0,1.0,265.0,264.0,0.0,0.0,0.0,1.0,126.0,126.0,125.0,126.0,147.0,2.0,79.0604,62.6929,75.6926,74.8511,10.0,235703.0,3878.0,124.0,21.0,14.0,14.0,9.0,9.0,20.0,20.0,25.0,29.0,20.0,8.0,10.0,251.0,251.0,251.0,251.0,118.0,2.0,51.1606,37.2419,44.2364,44.9541,11.0,305.0,306.0,305.0,306.0,156.0,2.0,78.3171,62.64,75.9425,73.8883,11.0,356.0,357.0,356.0,357.0,177.0,2.0,94.8891,78.2387,94.1553,90.0476,12.0,3144.0,3143.0,3142.0,3142.0,39.2877,58.0,-8.4127,15.8866,3136.0,3135.0,3134.0,3134.0,38.8809,57.0,7.8333,16.5378
17B636,#20,91,113,60.20,2,1,1,8.7012e-06,1.4473e-06,1.9805e-06,4.9766e-06,2.96875e-07,0.0011491,1.6406e-06,2.3242e-06,0.0011348,1.0332e-05,0.0258105,0.014875,0.0036113,0.0024961,0.0048281,3.029,-0.8638882,1.1513,2.3684,2.0303,1.5737,1.1162,1.3357,1.1824,17973.0,17973.0,17969.0,18129.0,18140.0,18146.0,150.0,60.25,141.75,93.75,1382.8,-3.75,17.0,0.0,22.75,0.0,1180.8,-6.5,7.75,-4.75,16.25,-1.75,69.75,61.0,187.0,187.0,187.0,187.0,1.0,2.1032,2.6345,239901.0,9.0294,9.0294,9.0345,9.0294,1803.0,1803.0,1804.0,1803.0,1.0,1.0006,1.0,0.0,0.0,0.0,-15.6111,-4.9076,0.0,37.7221,37.797,37.5935,37.6221,476.7547,484.3887,493.5232,497.6328,474.3735,489.3272,482.076,478.4329,483.5005,48.0709,48.7695,49.5886,50.204,47.5784,49.2054,48.8686,48.3455,48.9035,9.0144,9.0144,9.0144,9.0144,900.0,900.0,900.0,900.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.3611,-3.0798,0.0,34.6906,34.8648,34.7882,34.8839,8.8809,8.8809,8.8809,8.8742,2660.0,2660.0,2660.0,2658.0,1.0,1.0,0.9992481,0.0,0.0,0.0,-18.5516,6.3613,0.0,39.2732,39.4968,39.5465,39.3452,293.0,292.0,0.0,0.0,0.0,0.0,293.0,292.0,0.0,0.0,-1.0,0.0,123.0,123.0,122.0,123.0,141.0,0.0,81.7605,70.4052,65.5931,81.2287,17.0,235852.0,3734.0,128.0,16.0,19.0,10.0,9.0,8.0,12.0,23.0,18.0,32.0,23.0,7.0,13.0,176.0,177.0,176.0,176.0,111.0,0.0,48.6667,41.8511,41.6168,47.8778,14.0,234.0,235.0,234.0,235.0,149.0,0.0,81.3298,70.341,65.694,80.7432,16.0,288.0,288.0,287.0,288.0,163.0,0.0,97.3523,86.069,80.5205,100.0539,19.0,3294.0,3295.0,3293.0,3293.0,48.4894,121.0,9.6667,16.3571,3285.0,3286.0,3283.0,3284.0,47.7779,118.0,9.6627,15.5168
17B636,#20,92,113,60.20,3,1,1,7.3398e-06,1.3789e-06,1.8809e-06,4.0332e-06,4.6875e-08,0.0011569,1.5625e-06,2.1289e-06,0.0011426,1.06445e-05,0.0260547,0.0150547,0.0036641,0.0025391,0.0047969,3.0321,-0.8465616,1.1798,2.3804,2.0859,1.6137,1.1409,1.372,1.2339,18101.0,18097.0,18094.0,18246.0,18246.0,18255.0,139.5,60.0,145.25,93.0,1358.7,-3.0,18.25,0.0,23.0,0.0,1144.0,-6.5,6.75,-6.0,14.0,2.25,69.5,61.25,226.0,226.0,225.0,226.0,1.0,-2.3532,4.5588,239904.0,8.734,8.734,8.734,8.734,1744.0,1744.0,1744.0,1744.0,1.0,1.0,1.0,0.0,0.0,0.0,-13.631,-5.3908,0.0,37.8826,37.8612,37.862,37.6467,434.0718,454.9893,442.5215,450.1653,445.9365,452.129,444.2473,446.0019,448.0607,45.1715,47.2648,45.9982,46.8156,46.2347,46.8846,46.4614,46.4643,46.63,8.724,8.724,8.724,8.724,871.0,871.0,871.0,871.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.9087,-3.0168,0.0,34.9106,34.8906,34.5559,34.778,8.6004,8.6004,8.5971,8.5938,2576.0,2576.0,2575.0,2574.0,1.0,0.9996118,0.9992236,0.0,0.0,0.0,-17.8849,5.8739,0.0,39.3095,39.4406,39.1068,39.3151,276.0,275.0,0.0,1.0,0.0,1.0,277.0,274.0,2.0,2.0,2.0,1.0,122.0,123.0,122.0,122.0,141.0,0.0,72.7578,74.2863,71.7341,70.0354,11.0,236539.0,3042.0,120.0,23.0,19.0,17.0,10.0,8.0,20.0,19.0,24.0,27.0,17.0,10.0,9.0,257.0,258.0,257.0,257.0,115.0,0.0,44.3542,44.3674,43.2644,41.6497,9.0,313.0,314.0,313.0,314.0,155.0,0.0,71.7451,73.6322,71.7122,69.7123,10.0,365.0,365.0,364.0,365.0,177.0,0.0,85.6315,90.2698,86.9204,86.3218,11.0,3152.0,3151.0,3150.0,3150.0,40.7144,60.0,-9.0952,-14.4958,3144.0,3143.0,3142.0,3142.0,40.2775,59.0,-9.0198,14.7143
17B636,#20,93,113,60.20,4,1,1,7.4473e-06,1.4355e-06,1.7148e-06,4.2461e-06,5.07813e-08,0.0011608,1.4844e-06,2.0703e-06,0.0011465,1.07422e-05,0.027334,0.0164219,0.0036406,0.0025449,0.0047266,3.0293,-0.8455609,1.211,2.3931,2.1572,1.6654,1.1733,1.414,1.198,18082.0,18091.0,18083.0,18239.0,18234.0,18235.0,135.5,59.25,133.5,101.5,1306.8,-1.0,18.0,0.0,22.25,0.0,1117.2,-8.25,6.0,-4.0,12.25,4.75,67.75,60.25,220.0,220.0,220.0,220.0,1.0,2.3016,2.9076,239904.0,8.3584,8.3584,8.3534,8.3584,1669.0,1669.0,1668.0,1669.0,1.0,0.9994008,1.0,0.0,0.0,0.0,-13.6786,-4.8109,0.0,37.7653,37.6535,37.7259,37.7642,417.3381,413.928,408.3835,411.7936,408.1696,399.1304,404.8189,417.2413,411.546,45.1209,44.7846,44.6047,44.5874,44.2444,43.5816,43.8951,45.4173,44.9396,8.3634,8.3634,8.3634,8.3734,835.0,836.0,835.0,836.0,1.0012,0.9994016,1.0006,0.0,0.0,0.0,-9.0833,3.3655,0.0,34.7322,35.0212,34.8075,34.7111,8.1898,8.1898,8.1898,8.1964,2453.0,2453.0,2453.0,2455.0,1.0,1.0,1.0008,0.0,0.0,0.0,-18.881,4.7479,0.0,39.2641,38.8976,39.059,39.1408,259.0,258.0,1.0,1.0,0.0,0.0,258.0,257.0,1.0,1.0,0.0,0.0,124.0,125.0,124.0,125.0,145.0,0.0,73.7449,63.8747,73.7421,69.5294,17.0,236935.0,2678.0,93.0,23.0,19.0,7.0,9.0,12.0,18.0,17.0,32.0,29.0,21.0,6.0,5.0,242.0,242.0,242.0,242.0,118.0,0.0,43.7648,42.3268,44.3145,43.0997,15.0,294.0,295.0,294.0,295.0,153.0,0.0,73.8654,63.9324,73.5994,69.3423,18.0,342.0,342.0,342.0,342.0,167.0,0.0,89.4046,79.0621,92.042,84.7197,21.0,2943.0,2943.0,2942.0,2942.0,52.21,135.0,-10.8413,12.7983,2936.0,2936.0,2935.0,2935.0,51.45,132.0,11.2063,13.0084
